,Date,Piligrims,Tonsures,Hundi,Special Day
1013,10-10-2024,60775,25288.0,3.88,"Tirumala Brahmotsavam, Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams"
1014,11-10-2024,71443,26948.0,2.52,"Tirumala Brahmotsavam, Durgashtami , Maharnavami , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams"
1015,12-10-2024,73684,36482.0,2.72,"Tirumala Brahmotsavam, Vijayadasami , Tiruchanur Sri Padmavati Ammavari Navaratri Utsavams"
1016,13-10-2024,86900,28739.0,2.56,Baghsavari Utsavam
1017,14-10-2024,75361,28850.0,3.91,normal
1018,15-10-2024,73891,24423.0,3.53,normal
1019,16-10-2024,75371,24065.0,4.21,normal
1020,17-10-2024,58637,21956.0,3.69,Purnima
1021,18-10-2024,61576,23412.0,3.54,normal
1022,19-10-2024,80741,31581.0,3.45,normal
1023,20-10-2024,73926,23726.0,3.87,Karva Chauth
1024,21-10-2024,64894,23355.0,3.82,normal
1025,22-10-2024,64359,20711.0,3.59,normal
1026,23-10-2024,64447,25555.0,3.38,normal
1027,24-10-2024,61004,20173.0,3.48,normal
1028,25-10-2024,56501,21203.0,3.78,normal
1029,26-10-2024,77844,27418.0,3.27,normal
1030,27-10-2024,69333,22606.0,3.53,normal
1031,28-10-2024,63729,20957.0,3.85,normal
1032,29-10-2024,59140,16937.0,3.31,normal
1033,30-10-2024,59140,16211.0,4.37,normal
1034,31-10-2024,63987,20902.0,2.66,Deepavali
1035,01-11-2024,67785,27753.0,2.38,"Amavasya ,kedaragowrivratham"
1036,02-11-2024,88076,36829.0,3.52,normal
1037,03-11-2024,84489,28871.0,3.76,normal
1038,04-11-2024,74651,24712.0,4.14,normal
1039,05-11-2024,68146,22667.0,4.23,naga chaturthi
1040,06-11-2024,66163,25299.0,3.86,normal
1041,07-11-2024,52643,24527.0,3.73,Chhath Puja
1042,08-11-2024,64983,25324.0,3.49,Ankurarpanam
1043,09-11-2024,73558,32675.0,3.79,tirumala srivari pushpa yagam
1044,10-11-2024,82558,26415.0,3.45,normal
1045,11-11-2024,73917,25161.0,4.82,normal
1046,12-11-2024,61446,21374.0,3.81,normal
1047,13-11-2024,66441,20639.0,4.12,Kaisika Dwadasi
1048,14-11-2024,56711,19775.0,3.64,childrens day
1049,15-11-2024,61613,20291.0,3.12,Purnima
1050,16-11-2024,73179,25602.0,4.03,normal
1051,17-11-2024,71441,23595.0,3.87,Kartheeka Vana Bhojanam
1052,18-11-2024,62085,21335.0,3.78,normal
1053,19-11-2024,62248,18852.0,3.71,normal
1054,20-11-2024,59231,22029.0,3.08,normal
1055,21-11-2024,60803,21930.0,3.27,normal
1056,22-11-2024,63731,22890.0,3.94,normal
1057,23-11-2024,75147,28096.0,3.16,normal
1058,24-11-2024,75737,23208.0,4.14,normal
1059,25-11-2024,63637,24016.0,4.2,Christmas
1060,26-11-2024,64525,19880.0,3.53,normal
1061,27-11-2024,67626,22231.0,3.75,normal
1062,28-11-2024,56952,21714.0,3.84,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams"
1063,29-11-2024,62147,23096.0,3.77,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams"
1064,30-11-2024,73169,25112.0,3.35,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams"
1065,01-12-2024,67496,19064.0,3.33,"Amavasya , Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams"
1066,02-12-2024,58607,19841.0,3.61,"Sri Padmavathi Ammavari Gaja Vahanaseva , Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams"
1067,03-12-2024,60301,20222.0,3.32,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams"
1068,04-12-2024,65265,21384.0,3.27,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams"
1069,05-12-2024,46957,21560.0,2.97,"Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams"
1070,06-12-2024,75782,26057.0,2.97,"Panchami Theertham , Sri Dhanvantari jayanthi , Tiruchanur Sri Padmavati Ammavari Brahmotsavams"
1071,07-12-2024,78569,28193.0,3.54,Sri Padmavathi Ammavari Pushpayagam
1072,08-12-2024,73107,22721.0,3.58,normal
1073,09-12-2024,67124,24069.0,3.77,normal
1074,10-12-2024,67284,19064.0,4.27,normal
1075,11-12-2024,65887,25725.0,3.88,Gita Jayanthi
1076,12-12-2024,61178,22464.0,3.85,Sri Chakratheertha Mukkoti
1077,13-12-2024,63722,22225.0,3.77,Kruthika Deepotsavam in Kapileswaraswami Temple
1078,14-12-2024,72962,30645.0,3.37,normal
1079,15-12-2024,66160,22724.0,3.47,"Kartheeka Parva Deepotsavam , Purnima"
1080,16-12-2024,62112,22541.0,3.36,Dhanurmasam
1081,17-12-2024,63598,20102.0,3.59,normal
1082,18-12-2024,70457,22152.0,4.16,normal
1083,19-12-2024,58165,20377.0,3.6,normal
1084,20-12-2024,65299,20297.0,3.75,normal
1085,21-12-2024,72411,27677.0,3.44,normal
1086,22-12-2024,77260,24223.0,4.12,normal
1087,23-12-2024,65656,24360.0,4.15,normal
1088,24-12-2024,67209,22708.0,4.23,normal
1089,25-12-2024,73301,26242.0,4.14,normal
1090,26-12-2024,59584,24905.0,4.18,normal
1091,27-12-2024,66715,24503.0,4.06,normal
1092,28-12-2024,78414,26100.0,3.45,normal
1093,29-12-2024,84950,21098.0,3.8,normal
1094,30-12-2024,68298,16544.0,4.1,"Adhyanotsavam, Amavasya"
1095,31-12-2024,62495,19298.0,3.8,normal
