Unnamed: 0,Date,Piligrims,Tonsures,Hundi,Tirupati,Tirumala,VIP darshan,tirumala darshan,srinivasam complex,tirupati balaji.ap.gov.in,temperature,weekday,conditions,Special_day,condition_encoded
220,09-08-2022,77277,31272.0,4.36,61,29,35,11,0,0,81.68,0,Overcast,"Sravanam, Tirupati Sri GT Pavitrotsavam Ends",8
221,10-08-2022,74497,36244.0,5.15,55,28,12,15,0,8,84.2,0,Light drizzle,normal,3
222,11-08-2022,63754,30790.0,3.63,53,27,28,16,0,0,84.56,0,Light drizzle,"Sri KT Annabhishekam, Rudrapadalu Mukkoti, Purnima, Chandra Grahanam",3
223,12-08-2022,64079,32852.0,3.52,64,30,15,14,0,5,84.2,0,Overcast," Purnima, Tirupati Sri KT Mukkoti, Rohini",8
224,13-08-2022,83422,50100.0,4.27,68,37,43,12,0,0,85.64,1,Overcast,normal,8
225,14-08-2022,92328,52969.0,4.36,61,37,34,30,0,0,83.66,1,Overcast,normal,8
226,15-08-2022,87692,36832.0,5.3,55,32,100,30,0,0,84.74000000000001,0,Overcast,Independence Day,8
227,16-08-2022,72851,34404.0,4.73,60,34,10,22,16,12,85.46000000000001,0,Light drizzle,normal,3
228,17-08-2022,83880,38710.0,5.86,59,33,27,17,0,15,86.0,0,Moderate drizzle,normal,6
229,18-08-2022,70674,35930.0,4.53,67,44,17,38,0,26,85.82,0,Light rain,normal,4
230,19-08-2022,64438,34361.0,4.53,61,32,26,16,0,7,86.72,0,Light drizzle,"Gokulastami, Krittika, Sri Krishnashtami",3
231,20-08-2022,79836,35916.0,4.56,70,38,28,14,0,0,86.18,1,Light drizzle,Rohini,3
232,21-08-2022,81523,37100.0,4.65,59,35,18,16,0,0,86.18,1,Moderate drizzle,normal,6
233,22-08-2022,72804,39142.0,4.82,58,29,45,18,0,19,86.18,0,Light drizzle,normal,3
234,23-08-2022,68467,35506.0,4.67,57,26,0,16,0,17,86.72,0,Moderate drizzle,Ekadasi,6
235,24-08-2022,74748,39086.0,4.45,60,34,0,25,25,26,84.38,0,Moderate rain,Punarvasu,7
236,25-08-2022,68128,34021.0,4.44,61,29,33,15,0,13,83.66,0,Moderate rain,Masa Shivratri,7
237,26-08-2022,69012,29195.0,4.59,63,32,23,20,21,0,82.4,0,Heavy rain,normal,2
238,27-08-2022,80312,29538.0,5.14,62,33,12,17,18,19,82.58000000000001,1,Moderate rain,Amavasya,7
239,28-08-2022,74297,27317.0,3.96,54,30,28,14,31,35,82.4,1,Moderate rain,normal,7
240,29-08-2022,67950,31407.0,4.74,54,32,25,11,26,9,80.78,0,Moderate rain,Balarama Jayanthi,7
241,30-08-2022,64336,25487.0,4.35,50,30,56,21,23,20,79.34,0,Dense drizzle,Sri Varaha Jayanthi,1
242,31-08-2022,66086,27305.0,3.72,49,29,21,11,30,11,79.52,0,Moderate rain,Vinayaka Chavithi,7
243,01-09-2022,63332,26656.0,2.86,59,39,20,31,100,9,78.44,0,Moderate rain,normal,7
244,02-09-2022,67525,31484.0,4.24,58,40,25,16,0,25,80.24000000000001,0,Light drizzle,Krittika,3
245,03-09-2022,79833,36074.0,4.73,63,47,47,35,25,32,82.58000000000001,1,Moderate rain,Krittika,7
246,04-09-2022,71158,27968.0,3.73,57,39,58,22,0,15,82.58000000000001,1,Light rain,Punarvasu,4
247,05-09-2022,67843,31817.0,3.88,59,41,35,26,20,0,82.58000000000001,0,Heavy rain,normal,2
248,06-09-2022,69115,31762.0,4.93,59,36,42,22,19,0,80.96000000000001,0,Moderate rain,Tirupati Sri Govindaraja Swamy Temple Garuda Seva,7
249,07-09-2022,65470,29899.0,3.84,59,38,61,20,0,54,80.06,0,Moderate rain,Tirupati Sri G.T. Jyestabhishekam Begins. Tirupati Sri K.T. Pavitrotsavam Begins,7
250,08-09-2022,60946,28638.0,3.75,59,36,27,21,0,0,77.0,0,Moderate rain,Karvetinagaram Sri VGS Float Begins,7
251,09-09-2022,64292,30641.0,3.72,60,44,16,28,0,17,80.6,0,Dense drizzle,Ananta Padmanabha Vratham,1
252,10-09-2022,80741,41494.0,4.22,74,48,46,26,0,0,80.24000000000001,1,Light rain,Purmima,4
253,11-09-2022,86793,30254.0,4.47,62,44,56,24,0,26,81.5,1,Light drizzle,Krittika,3
254,12-09-2022,74231,33591.0,5.14,61,42,50,22,19,0,83.66,0,Light drizzle,normal,3
255,13-09-2022,75175,31979.0,4.05,59,33,9,15,0,0,83.84,0,Light drizzle,Vundralla Tadde,3
256,14-09-2022,65634,31419.0,4.0,66,41,14,30,0,0,83.12,0,Moderate drizzle,Maha Bharani,6
257,15-09-2022,60946,28638.0,4.43,62,42,14,28,52,20,80.96000000000001,0,Light drizzle,normal,3
258,16-09-2022,67425,32693.0,4.86,67,49,16,25,0,23,84.2,0,Overcast,Krittika,8
259,17-09-2022,82392,41800.0,4.59,74,47,61,27,18,19,83.84,1,Light drizzle,Rohini,3
260,18-09-2022,88924,34282.0,3.72,64,44,18,23,15,0,83.66,1,Overcast,Sukra Moudhyam Begins,8
261,19-09-2022,67276,31140.0,5.71,64,46,14,36,0,0,82.58000000000001,0,Overcast,normal,8
262,20-09-2022,73186,27365.0,4.6,62,50,29,25,0,38,85.1,0,Overcast,Punarvasu,8
263,21-09-2022,74817,33350.0,2.97,83,83,13,60,24,56,84.74000000000001,0,Overcast,Ekadasi,8
264,22-09-2022,65187,27877.0,5.37,67,55,30,26,14,54,85.28,0,Overcast,normal,8
265,23-09-2022,65158,28416.0,4.44,66,43,0,16,0,9,86.36,0,Overcast,normal,8
266,24-09-2022,69650,20409.0,4.51,74,56,40,30,16,0,85.64,1,Overcast,Masa Shivratri,8
267,25-09-2022,52682,15805.0,5.57,69,42,16,16,33,11,86.36,1,Moderate drizzle,"Mahalayam Ends, Amavasya",6
268,26-09-2022,51308,18812.0,2.03,68,64,22,25,19,40,81.5,0,Moderate rain,"Tiruchanoor Sri PAT Navaratri Begins, Sarannavaratra Begins",7
269,27-09-2022,64823,22890.0,3.03,61,44,23,27,0,0,83.48,0,Dense drizzle,Tirumala Sri TT Brahmotsavam Begins,1
270,28-09-2022,61879,24634.0,1.82,57,40,0,19,0,37,82.58000000000001,0,Moderate rain,normal,7
271,29-09-2022,60946,28638.0,2.48,64,48,25,26,50,30,80.6,0,Moderate rain,normal,7
272,30-09-2022,75382,31424.0,2.85,66,49,12,18,13,0,77.36,0,Light rain,normal,4
273,01-10-2022,81318,38464.0,2.94,70,58,14,26,0,0,76.1,1,Dense drizzle,normal,1
274,02-10-2022,70848,29957.0,2.98,56,45,11,17,0,0,78.25999999999999,1,Light drizzle,"Sri G.T Float Begins, Rohini",3
275,03-10-2022,82815,27147.0,3.05,57,35,22,18,15,0,82.22,0,Light drizzle,Rohini,3
276,04-10-2022,68539,22177.0,2.9,53,35,17,19,17,0,82.75999999999999,0,Overcast,"Srirama Navami, Vontimatta Sri Kodandaramaswamy Temple Brahmotsavam Begins",8
277,05-10-2022,63579,34524.0,1.95,53,40,37,16,0,11,80.42,0,Moderate rain,"Tirupati Gangajatara Begins, Tirumala Sri TT Padmavathi Srinivasulu Parinayam Begins",7
278,06-10-2022,72195,41071.0,2.17,66,46,28,20,23,0,76.64,0,Moderate rain,"Tiruchanoor Sri PAT Float Begins, Ekadasi. Appalayagunta Sri Prasanna Venkateswara Swamy Brahmotsavam Begins",7
279,07-10-2022,70007,42866.0,4.25,67,53,37,25,0,34,79.16,0,Light drizzle,"Tholi Ekadasi, Chaturmasyam Begins",3
280,08-10-2022,81034,47312.0,4.24,76,61,33,38,0,15,77.36,1,Moderate drizzle,Tirumala Sri Tr Pavitrotsavam Ends,6
281,09-10-2022,86188,41032.0,5.0,63,55,49,43,0,23,77.18,1,Dense drizzle,"Purnima, Narayanavanam Sri KVS Pavitrotsavam",1
282,10-10-2022,83223,36658.0,4.73,65,45,24,45,0,42,77.0,0,Moderate rain,normal,7
283,11-10-2022,77956,33672.0,3.88,65,40,19,25,0,24,77.0,0,Moderate drizzle,Rohini,6
284,12-10-2022,79370,39199.0,4.25,58,41,43,38,0,0,78.80000000000001,0,Moderate drizzle,normal,6
285,13-10-2022,72216,32338.0,5.65,58,39,20,17,0,0,78.25999999999999,0,Light rain,Krittika,4
286,14-10-2022,68675,32533.0,3.82,63,42,0,24,0,0,78.98,0,Light rain,Rohini,4
287,15-10-2022,81535,37357.0,4.08,70,51,11,39,14,21,77.72,1,Light rain,normal,4
288,16-10-2022,84794,35560.0,4.67,58,45,31,22,16,15,78.25999999999999,1,Dense drizzle,normal,1
289,17-10-2022,70067,33092.0,4.61,57,40,0,33,0,0,78.08000000000001,0,Moderate drizzle,Punarvasu,6
290,18-10-2022,73420,27621.0,4.28,57,39,22,19,0,0,80.06,0,Moderate rain,Tulakaveri Snanam,7
291,19-10-2022,72243,32652.0,4.41,58,40,21,23,13,22,80.06,0,Moderate drizzle,normal,6
292,20-10-2022,62725,30172.0,5.85,64,43,23,18,12,11,78.80000000000001,0,Light drizzle,Srinivasa Mangapuram Sri KVS Pavitrotsavam Begins,3
293,21-10-2022,62203,29100.0,3.91,68,56,10,32,0,30,77.18,0,Moderate drizzle,Ekadasi,6
294,22-10-2022,78299,34625.0,3.93,67,53,15,27,0,31,77.9,1,Light drizzle,normal,3
295,23-10-2022,80565,31608.0,6.31,54,38,46,24,0,23,79.88,1,Overcast,"Masa Shivratri, Srinivasa Mangapuram Sn KVS Pavitrotsavam Ends",8
296,24-10-2022,69278,17660.0,4.15,38,29,19,15,0,20,78.98,0,Overcast,"Deepavali, Naraka Chaturdashi",8
297,25-10-2022,25549,9764.0,4.25,59,38,16,24,0,0,80.96000000000001,0,Mainly clear,"Amavasya, Surya Grahanam, Kedaragouri Vratham, Akasa Deepam Begins",5
298,26-10-2022,71689,28640.0,4.42,64,53,23,47,27,17,80.24000000000001,0,Mainly clear,normal,5
299,27-10-2022,67439,29450.0,4.6,62,43,69,20,16,14,78.98,0,Partly cloudy,"Bhaginihasta Bhojanam, Yama Chavithi",9
300,28-10-2022,63512,35549.0,3.72,75,51,73,40,13,28,77.36,0,Moderate drizzle,normal,6
301,29-10-2022,84878,41016.0,3.86,77,56,32,31,28,37,76.82,1,Moderate drizzle,"Nagula Chavithi, Tirumala Sri Tr Pedda Sesha Vahanam",6
302,30-10-2022,70848,29957.0,4.02,63,53,27,27,0,0,78.98,1,Light drizzle,normal,3
303,31-10-2022,70560,29751.0,4.18,64,46,0,31,45,0,77.53999999999999,0,Moderate drizzle,normal,6
304,01-11-2022,72176,25549.0,4.12,67,48,0,48,0,19,68.0,0,Heavy rain,normal,2
305,02-11-2022,68995,29037.0,3.71,62,43,16,34,0,11,71.06,0,Moderate drizzle,normal,6
306,03-11-2022,70263,28965.0,4.53,67,45,39,34,39,23,74.84,0,Light drizzle,normal,3
307,04-11-2022,63670,30475.0,3.79,64,42,28,30,0,11,76.28,0,Moderate drizzle,Tirupati Sri KRT Kalyanotsavam,6
308,05-11-2022,82604,37025.0,5.57,69,50,33,46,0,0,76.28,1,Moderate drizzle,Kartari Begins,6
309,06-11-2022,84211,30906.0,4.2,65,50,13,24,20,0,76.1,1,Light drizzle,normal,3
310,07-11-2022,74094,21475.0,4.52,65,42,21,27,0,8,78.08000000000001,0,Overcast,Tirupati Sri Govindarajaswamy Jyestabhishekam Ends,8
311,08-11-2022,22423,9679.0,4.61,69,48,43,33,0,13,78.80000000000001,0,Light drizzle,"Sravana Purnima, Sravanam, Rakhi, Sri Vikhanasa Jayanthi, Karvetinagaram Sri VGS Float Ends",3
312,09-11-2022,66946,26990.0,4.73,56,49,31,40,0,0,78.62,0,Overcast,Mahalayam Begins,8
313,10-11-2022,61304,30133.0,3.46,67,45,25,24,15,0,75.02,0,Moderate drizzle,normal,6
314,11-11-2022,57104,32351.0,4.66,98,85,17,87,0,71,68.9,0,Moderate rain,normal,7
315,12-11-2022,73323,41041.0,3.2,84,70,57,48,0,0,71.24000000000001,1,Moderate rain,Punarvasu,7
316,13-11-2022,81130,29464.0,4.85,72,48,24,28,15,20,72.32,1,Light rain,normal,4
317,14-11-2022,69814,29228.0,4.17,71,44,25,25,0,26,73.58000000000001,0,Dense drizzle,"Punarvasu, Children?s Day",1
318,15-11-2022,71461,26631.0,4.77,65,52,13,37,17,18,75.74000000000001,0,Light drizzle,normal,3
319,16-11-2022,74412,27626.0,4.27,71,78,52,51,15,69,77.36,0,Overcast,normal,8
320,17-11-2022,60861,28519.0,4.41,64,44,32,31,0,20,76.28,0,Overcast,normal,8
321,18-11-2022,61731,30254.0,4.53,70,48,31,24,0,13,75.56,0,Overcast,normal,8
322,19-11-2022,79471,36594.0,4.9,73,58,56,39,22,13,74.66,1,Overcast,Tiruchanoor Sri PAT Laksha Kumkumarchana,8
323,20-11-2022,80294,31554.0,4.48,60,44,62,27,0,0,73.4,1,Overcast,"Ekadasi, Tiruchanoor Sri PAT Brahmotsavam Begins",8
324,21-11-2022,70163,31489.0,5.22,63,41,51,38,0,17,65.66,0,Light rain,"Tirupati Sri KT Sornavarabhishekam, Dhanvantari Jayanthi",4
325,22-11-2022,69587,28645.0,4.35,58,39,38,23,0,32,68.53999999999999,0,Heavy rain,Masasivaratri,2
326,23-11-2022,74354,23931.0,4.68,61,44,0,24,0,26,70.34,0,Moderate rain,Amavasya,7
327,24-11-2022,66072,25239.0,4.23,63,50,43,26,0,25,74.48,0,Moderate drizzle,Tiruchanoor Sri PAT Gaja Vahanam,6
328,25-11-2022,60157,31445.0,4.0,61,47,27,33,0,12,75.92,0,Moderate drizzle,Tiruchanoor Sri PAT Garuda Seva,6
329,26-11-2022,73831,34443.0,4.49,63,46,23,20,0,22,76.46000000000001,1,Moderate drizzle,normal,6
330,27-11-2022,70848,29957.0,5.02,60,44,30,26,0,0,77.53999999999999,1,Light drizzle,"Sukramoudyam Ends, Tiruchanoor Sri PAT Rathotsavam",3
331,28-11-2022,67468,36082.0,4.16,62,40,17,31,0,90,78.62,0,Overcast,"Panchami Teertham, Tiruchanoor Sri PAT Brahmotsavam Ends",8
332,29-11-2022,69211,26764.0,5.11,63,43,33,25,0,23,75.92,0,Overcast,"Sravanam, Subrahmanya Sashti, Tiruchanoor Sri PAT Pushpayagam",8
333,30-11-2022,69640,28649.0,4.65,53,41,35,34,14,22,74.12,0,Light drizzle,normal,3
334,01-12-2022,65568,25144.0,4.26,57,45,32,32,37,0,74.48,0,Light drizzle,normal,3
335,02-12-2022,64586,27501.0,3.9,56,38,18,28,0,26,76.1,0,Light rain,Bhishma Ekadasi,4
336,03-12-2022,63931,34813.0,3.48,70,52,36,29,0,0,75.56,1,Light drizzle,normal,3
337,04-12-2022,80001,32967.0,4.07,56,42,40,29,22,20,76.64,1,Light drizzle,"Ekadasi, Tirupati Sri KRT Pattabhishekam",3
338,05-12-2022,66020,29195.0,4.37,60,42,58,27,0,22,76.46000000000001,0,Light drizzle,"Ekadasi, Tirumala Sri TT Padmavathi Srinivasulu Parinayam Ends",3
339,06-12-2022,64162,23709.0,5.38,59,40,0,30,0,10,76.64,0,Overcast,"Tirumala Sri TT Jyestabhishekam Begins, Tirupati Sri GT Rathotsavam",8
340,07-12-2022,51376,24878.0,4.6,58,36,84,17,29,14,74.84,0,Overcast,Tirupati Sri Kapileswaraswamy Pavitrotsavam Ends,8
341,08-12-2022,54609,26718.0,3.39,59,46,29,22,0,0,69.25999999999999,0,Moderate drizzle,Sri Hayagreeva Jayanthi,6
342,09-12-2022,57581,27021.0,3.12,67,46,26,33,0,11,65.48,0,Moderate rain,normal,7
343,10-12-2022,69383,32391.0,3.75,76,56,18,31,17,37,67.46000000000001,1,Moderate rain,Atla Tadde,7
344,11-12-2022,72466,28123.0,4.29,71,54,36,26,0,14,68.18,1,Dense drizzle,Tirupati Sri KT Laksha Bilvarchana,1
345,12-12-2022,65466,26174.0,3.27,78,60,9,47,0,56,69.98,0,Heavy rain,normal,2
346,13-12-2022,63214,23147.0,5.5,70,56,48,41,0,43,73.58000000000001,0,Light rain,normal,4
347,14-12-2022,59752,26000.0,3.65,62,44,8,23,0,54,76.1,0,Dense drizzle,normal,1
348,15-12-2022,48928,23322.0,3.63,59,41,31,43,0,0,74.66,0,Overcast,normal,8
349,16-12-2022,61731,30254.0,3.61,71,47,43,39,26,29,77.53999999999999,0,Mainly clear,Dhanurmasam Begins 6-12 pm,5
350,17-12-2022,64107,30482.0,3.79,70,46,21,24,18,26,76.1,1,Overcast,normal,8
351,18-12-2022,75611,29228.0,3.55,62,43,34,35,0,54,72.32,1,Light drizzle,normal,3
352,19-12-2022,63759,30102.0,3.4,65,40,52,39,32,28,72.5,0,Overcast,Ekadasi,8
353,20-12-2022,63366,24494.0,5.3,66,49,28,37,17,26,74.30000000000001,0,Overcast,normal,8
354,21-12-2022,68469,27025.0,4.14,72,50,36,33,0,19,72.68,0,Overcast,normal,8
355,22-12-2022,63145,22411.0,4.39,70,57,43,43,0,47,74.12,0,Overcast,"Tirumala Sri TT Adhyayanotsavam Begins, Masa Shivratri",8
356,23-12-2022,62055,23044.0,3.99,80,63,55,52,0,0,74.66,0,Overcast,Amavasya,8
357,24-12-2022,71528,32008.0,3.81,100,100,100,100,0,100,73.94,1,Light drizzle,normal,3
358,25-12-2022,70373,32954.0,5.05,81,69,12,37,19,17,69.98,1,Moderate drizzle,normal,6
359,26-12-2022,62152,30682.0,4.05,80,61,39,34,27,29,73.58000000000001,0,Moderate drizzle,Sravanam,6
360,27-12-2022,70496,25500.0,5.88,80,65,56,46,0,13,74.84,0,Light drizzle,normal,3
361,28-12-2022,71299,28288.0,3.26,74,59,52,40,17,24,76.46000000000001,0,Light drizzle,normal,3
362,29-12-2022,67156,24752.0,4.92,75,52,17,38,0,18,78.62,0,Overcast,normal,8
363,30-12-2022,63253,24490.0,5.16,77,56,14,36,16,16,78.80000000000001,0,Partly cloudy,normal,9
364,31-12-2022,71069,34741.0,4.98,55,23,24,53,32,33,78.08000000000001,1,Partly cloudy,normal,9
365,01-01-2023,78460,29182.0,4.03,67,48,16,35,0,0,77.18,1,Overcast,New year,8
366,02-01-2023,53101,23843.0,3.48,75,57,14,36,0,0,75.56,0,Overcast,Vaikunta Ekadasi,8
367,03-01-2023,69414,18612.0,7.68,59,44,0,38,0,0,75.02,0,Light drizzle,Sri Swami Pushkarini Theertha Mukkoti,3
368,04-01-2023,71924,15771.0,3.13,55,37,22,35,0,11,74.66,0,Light drizzle,normal,3
369,05-01-2023,61116,18004.0,4.19,58,36,21,31,0,0,73.22,0,Light drizzle,normal,3
370,06-01-2023,47781,15695.0,2.1,65,46,0,38,0,16,73.75999999999999,0,Overcast,Purnima,8
371,07-01-2023,45887,17702.0,4.53,64,52,0,40,0,23,73.4,1,Light drizzle,Sri Andal Neeraattotsavam,3
372,08-01-2023,62856,22115.0,2.21,62,46,11,44,0,17,74.48,1,Mainly clear,Sri Andal Neeraattotsavam,5
373,09-01-2023,67169,21222.0,3.86,100,100,0,100,0,79,72.14,0,Mainly clear,Sri Andal Neeraattotsavam,5
374,10-01-2023,56003,20365.0,3.89,71,82,0,55,41,54,72.86,0,Overcast,Sri Andal Neeraattotsavam,8
375,11-01-2023,58184,16122.0,4.2,60,40,32,30,0,0,75.38,0,Clear sky,"Sri Andal Neeraattotsavam , Sri Thyagarajaswami Aaradhana",0
376,12-01-2023,68855,21280.0,3.61,57,39,0,23,0,11,76.82,0,Overcast,Sri Andal Neeraattotsavam,8
377,13-01-2023,68354,24159.0,3.59,56,37,17,24,0,0,75.92,0,Overcast,Sri Andal Neeraattotsavam,8
378,14-01-2023,59090,21054.0,3.37,57,42,0,22,0,0,77.53999999999999,1,Overcast,Bhogi,8
379,15-01-2023,73394,27492.0,4.22,52,36,0,22,0,0,76.64,1,Overcast,Makara Sankranthi,8
380,16-01-2023,76307,29573.0,3.41,55,36,20,25,0,0,78.08000000000001,0,Overcast,"Kanuma, Sri Godadevi Parinayotsavam",8
381,16-01-2023,69804,29615.0,3.54,58,36,0,24,0,0,74.48,0,Overcast,normal,8
382,17-01-2023,74236,27269.0,4.19,57,33,34,21,0,0,75.02,0,Overcast,normal,8
383,18-01-2023,76229,31381.0,3.46,57,35,0,25,45,0,74.84,0,Overcast,normal,8
384,19-01-2023,67511,26948.0,4.33,56,36,0,22,0,0,73.94,0,Light drizzle,normal,3
385,21-01-2023,78158,27090.0,3.73,59,43,0,24,0,0,75.74000000000001,1,Overcast,"Sri Purandaradasa Aradhanaotsavam , Amavasya",8
386,22-01-2023,72998,24852.0,4.51,56,39,0,26,0,0,74.84,1,Overcast,Dvibhuven Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams,8
387,23-01-2023,70413,32206.0,3.37,56,40,0,27,0,0,75.02,0,Light drizzle,Dvibhuven Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams,3
388,24-01-2023,69221,24409.0,5.45,56,40,15,25,0,0,76.46000000000001,0,Overcast,Dvibhuven Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams,8
389,25-01-2023,67493,24958.0,4.82,56,36,17,21,0,11,75.74000000000001,0,Overcast,Dvibhuven Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams,8
390,26-01-2023,58379,28950.0,3.73,57,38,15,22,0,0,76.64,0,Overcast,"Dvibhuven Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams , Vasanthapanchami, Republic Day",8
391,27-01-2023,59695,30286.0,4.06,57,48,0,27,0,22,76.46000000000001,0,Overcast,Dvibhuven Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams,8
392,28-01-2023,80094,32219.0,3.15,64,56,35,24,0,0,76.64,1,Overcast,"Dvibhuven Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams ,  Rathasapthami, Bhishma Ashtami",8
393,29-01-2023,78639,25131.0,4.16,57,42,12,20,0,0,75.92,1,Overcast,Dvibhuven Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams,8
394,30-01-2023,74242,25862.0,4.08,58,39,0,23,56,0,74.48,0,Light drizzle,Dvibhuven Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams,3
395,31-01-2023,60939,20203.0,5.17,53,34,13,23,0,0,77.9,0,Overcast,normal,8
396,01-02-2023,61368,25578.0,3.96,50,32,0,14,0,0,77.72,0,Overcast,Bhishma Ekadasi,8
397,02-02-2023,60609,23394.0,3.13,53,32,0,20,0,0,78.25999999999999,0,Overcast,normal,8
398,03-02-2023,57147,26094.0,3.78,56,35,0,25,0,14,78.44,0,Partly cloudy,normal,9
399,04-02-2023,72226,30877.0,4.74,65,41,15,24,0,0,79.52,1,Overcast,normal,8
400,05-02-2023,78340,27063.0,4.3,61,39,0,25,0,0,79.16,1,Overcast,"Sri Ramakrishna theertha Mukkoti , Purnima",8
401,06-02-2023,71496,26908.0,5.33,51,37,10,28,0,0,79.88,0,Overcast,normal,8
402,07-02-2023,65297,23975.0,3.87,52,37,0,25,0,0,83.30000000000001,0,Overcast,normal,8
403,08-02-2023,63315,25259.0,5.07,58,39,0,32,0,19,82.22,0,Overcast,normal,8
404,09-02-2023,59090,22593.0,4.03,55,37,11,24,0,12,82.03999999999999,0,Overcast,normal,8
405,10-02-2023,57702,27482.0,3.43,56,41,13,29,0,0,83.30000000000001,0,Overcast,normal,8
406,11-02-2023,75728,38092.0,4.15,63,45,0,28,0,11,82.94,1,Overcast,"Srinivasa Mangapuram Sri Kalyana Venkateswaraswamivari Brahmotsavams ,Tirupati Sri Kapileswaraswamivari Brahmotsavams",8
407,12-02-2023,80969,26777.0,4.18,55,39,0,31,0,0,84.56,1,Overcast,"Srinivasa Mangapuram Sri Kalyana Venkateswaraswamivari Brahmotsavams ,Tirupati Sri Kapileswaraswamivari Brahmotsavams",8
408,13-02-2023,71434,24212.0,3.78,60,49,19,34,0,21,84.02,0,Overcast,"Srinivasa Mangapuram Sri Kalyana Venkateswaraswamivari Brahmotsavams ,Tirupati Sri Kapileswaraswamivari Brahmotsavams",8
409,14-02-2023,70789,21215.0,4.13,53,36,8,25,0,14,82.94,0,Partly cloudy,"Srinivasa Mangapuram Sri Kalyana Venkateswaraswamivari Brahmotsavams ,Tirupati Sri Kapileswaraswamivari Brahmotsavams",9
410,15-02-2023,66033,25688.0,4.33,52,33,22,25,0,0,84.02,0,Clear sky,"Srinivasa Mangapuram Sri Kalyana Venkateswaraswamivari Brahmotsavams ,Tirupati Sri Kapileswaraswamivari Brahmotsavams",0
411,16-02-2023,54469,25484.0,3.85,54,33,14,23,0,12,82.58000000000001,0,Mainly clear,"Srinivasa Mangapuram Sri Kalyana Venkateswaraswamivari Brahmotsavams ,Tirupati Sri Kapileswaraswamivari Brahmotsavams",5
412,17-02-2023,65633,23352.0,3.68,50,35,12,28,0,0,82.75999999999999,0,Clear sky,"Srinivasa Mangapuram Sri Kalyana Venkateswaraswamivari Brahmotsavams ,Tirupati Sri Kapileswaraswamivari Brahmotsavams",0
413,18-02-2023,71350,28912.0,3.47,64,40,17,24,0,0,82.03999999999999,1,Clear sky,"Srinivasa Mangapuram Sri Kalyana Venkateswaraswamivari Brahmotsavams ,Tirupati Sri Kapileswaraswamivari Brahmotsavams ,  Mahasivaratri",0
414,19-02-2023,79555,21504.0,4.44,58,36,8,25,0,0,81.86,1,Overcast,"Srinivasa Mangapuram Sri Kalyana Venkateswaraswamivari Brahmotsavams ,Tirupati Sri Kapileswaraswamivari Brahmotsavams , chatrapati Shivaji Jayanthi",8
415,20-02-2023,61374,19691.0,4.2,58,33,0,22,0,24,82.58000000000001,0,Overcast,"Tirupati Sri Kapileswaraswamivari Brahmotsavams ,  Amavasya",8
416,21-02-2023,53755,18267.0,4.74,57,41,9,38,0,0,85.46000000000001,0,Partly cloudy,normal,9
417,22-02-2023,62101,25896.0,3.37,66,69,26,58,0,61,83.84,0,Partly cloudy,normal,9
418,23-02-2023,57737,24090.0,3.28,58,51,60,42,0,36,84.74000000000001,0,Clear sky,normal,0
419,24-02-2023,61265,27078.0,3.33,86,88,0,85,0,77,84.74000000000001,0,Overcast,normal,8
420,25-02-2023,76736,34132.0,3.63,71,60,30,42,0,26,86.0,1,Clear sky,normal,0
421,26-02-2023,81170,27236.0,4.23,74,50,16,27,0,22,83.12,1,Clear sky,normal,0
422,27-02-2023,71387,24701.0,5.71,60,56,30,32,100,26,83.48,0,Clear sky,normal,0
423,28-02-2023,59392,20714.0,4.14,64,43,17,33,0,13,82.58000000000001,0,Partly cloudy,Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams,9
424,01-03-2023,60931,24038.0,3.67,51,34,20,19,0,0,84.2,0,Partly cloudy,Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams,9
425,02-03-2023,60682,24291.0,3.32,53,33,25,22,0,0,83.30000000000001,0,Overcast,Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams,8
426,03-03-2023,58137,26805.0,3.3,57,35,26,20,0,0,84.74000000000001,0,Overcast,"Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams ,  Tirumala Srivari Float Festival",8
427,04-03-2023,77522,32390.0,3.66,62,42,26,28,0,0,85.1,1,Clear sky,"Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams ,  Tirumala Srivari Float Festival",0
428,05-03-2023,74994,25799.0,3.59,55,36,27,22,0,0,85.46000000000001,1,Overcast,"Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams ,  Tirumala Srivari Float Festival",8
429,06-03-2023,65613,24306.0,4.14,53,32,24,22,0,12,86.0,0,Overcast,"Tarigonda Sri Lakshminarasimha Swamivari Brahmotsavams ,  Tirumala Srivari Float Festival",8
