,Date,Piligrims,Tonsures,Hundi,Tirupati,Tirumala,VIP darshan,tirumala darshan,srinivasam complex,tirumala darshan tickets,tirupati balaji.ap.gov.in,condition,temperature,Timestamp,weekday,festival_count,festival_impact,is_normal,is_Nagulapuram Sri Vedanarayanaswamivari Brahmotsavam,is_Devuni Kadapa Sri Lakshmi Venkateswaraswamivari Brahmotsavams,days_until_next_festival,days_since_last_festival
842,2024-04-22,62894,22894,3.31,70,40,0,27,0,30,0,839,97.7,1713724200.0,0,2,63946.662226277374,0,0,0,1.0,1.0
843,2024-04-23,60371,20301,3.09,71,40,0,37,0,36,0,1324,95.9,1713810600.0,0,4,61928.26222627737,0,1,0,1.0,1.0
844,2024-04-24,64080,25773,2.66,81,72,0,61,100,77,0,839,96.62,1713897000.0,0,2,65330.395559610704,0,1,0,1.0,1.0
845,2024-04-25,61492,27660,2.72,65,34,0,19,0,0,0,839,97.52,1713983400.0,0,2,65330.395559610704,0,1,0,1.0,1.0
846,2024-04-26,57909,32403,3.81,64,39,0,23,0,0,0,839,96.62,1714069800.0,0,1,69535.46222627738,0,1,0,1.0,1.0
847,2024-04-27,81212,41690,2.88,75,42,0,25,0,0,0,839,97.34,1714156200.0,1,1,69535.46222627738,0,1,0,1.0,1.0
848,2024-04-28,86241,31730,3.65,72,39,0,20,0,0,0,839,98.24,1714242600.0,1,1,69535.46222627738,0,1,0,1.0,1.0
849,2024-04-29,77673,30607,4.1,72,34,0,22,0,28,0,839,97.7,1714329000.0,0,1,69535.46222627738,0,1,0,1.0,1.0
850,2024-04-30,72310,28731,3.59,67,33,0,18,0,0,0,839,98.60000000000001,1714415400.0,0,1,69535.46222627738,0,1,0,1.0,1.0
851,2024-05-01,72510,30441,2.62,73,37,0,22,0,0,0,839,103.10000000000001,1714501800.0,0,2,71639.46222627738,0,1,0,1.0,1.0
852,2024-05-02,65313,28780,3.54,65,32,0,21,0,0,0,839,102.02,1714588200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
853,2024-05-03,62624,32638,2.96,72,36,0,23,0,26,0,1308,97.88000000000001,1714674600.0,0,1,63730.662226277374,0,0,0,1.0,1.0
854,2024-05-04,77848,39317,2.95,81,39,0,21,0,0,0,967,99.68,1714761000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
855,2024-05-05,81927,29196,3.28,74,37,82,29,0,0,0,1621,96.26,1714847400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
856,2024-05-06,76748,30688,4.1,70,34,0,20,0,0,0,839,100.22,1714933800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
857,2024-05-07,65146,25306,3.02,67,28,0,15,0,0,0,962,91.58000000000001,1715020200.0,0,1,69081.86222627737,0,0,0,1.0,1.0
858,2024-05-08,64766,24158,3.09,71,31,0,18,0,0,0,967,89.6,1715106600.0,0,2,65444.26222627737,0,0,0,1.0,1.0
859,2024-05-09,65508,25996,2.97,64,27,0,15,0,0,0,1621,91.4,1715193000.0,0,1,69081.86222627737,0,0,0,1.0,1.0
860,2024-05-10,60545,32527,2.53,73,33,100,21,0,0,0,967,89.42,1715279400.0,0,3,62067.46222627737,0,0,0,1.0,1.0
861,2024-05-11,76945,33844,2.67,80,35,91,21,0,0,0,1308,89.6,1715365800.0,1,2,75187.46222627738,0,0,0,1.0,1.0
862,2024-05-12,80001,24307,3.25,69,34,0,25,0,28,100,962,89.42,1715452200.0,1,3,77632.26222627738,0,0,0,1.0,1.0
863,2024-05-13,70815,25245,3.16,66,27,0,16,0,0,0,1308,91.4,1715538600.0,0,1,69081.86222627737,0,0,0,1.0,1.0
864,2024-05-14,75783,35665,3.08,70,34,0,23,98,0,0,967,90.13999999999999,1715625000.0,0,1,69081.86222627737,0,0,0,1.0,1.0
865,2024-05-15,81930,41224,3.9,71,33,0,22,0,28,0,1308,89.78,1715711400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
866,2024-05-16,76369,41927,3.63,77,38,0,33,0,0,0,1275,85.46000000000001,1715797800.0,0,1,75143.06222627738,0,0,0,1.0,1.0
867,2024-05-17,71510,43199,3.63,80,41,0,25,0,29,0,1275,86.0,1715884200.0,0,2,70839.46222627738,0,0,0,1.0,1.0
868,2024-05-18,90721,50599,3.28,92,50,0,34,0,27,0,967,79.52,1715970600.0,1,2,86208.26222627738,0,0,0,1.0,1.0
869,2024-05-19,86721,39559,3.87,75,43,0,28,0,29,0,962,85.46000000000001,1716057000.0,1,3,83008.26222627738,0,0,0,1.0,1.0
870,2024-05-20,85825,36146,4.4,77,43,0,37,0,0,0,1275,81.86,1716143400.0,0,1,75143.06222627738,0,0,0,1.0,1.0
871,2024-05-21,80744,35726,3.67,70,46,0,31,0,31,0,1275,84.56,1716229800.0,0,2,74196.26222627738,0,0,0,1.0,1.0
872,2024-05-22,80048,35403,4.17,70,39,0,30,0,30,0,1621,83.48,1716316200.0,0,4,77669.86222627737,0,0,0,1.0,1.0
873,2024-05-23,65416,36128,3.51,81,48,0,47,0,55,0,1308,89.6,1716402600.0,0,5,65964.26222627738,0,0,0,1.0,1.0
874,2024-05-24,70668,38036,3.64,100,93,0,86,0,93,79,1275,93.56,1716489000.0,0,2,74196.26222627738,0,0,0,1.0,1.0
875,2024-05-25,83866,44479,4.15,90,52,0,43,0,35,0,1308,91.4,1716575400.0,1,1,74974.75111516626,0,0,0,1.0,1.0
876,2024-05-26,89161,36450,3.77,80,44,96,24,0,0,0,962,91.4,1716661800.0,1,1,74974.75111516626,0,0,0,1.0,1.0
877,2024-05-27,81831,34542,4.25,77,43,89,33,0,0,0,1308,93.92,1716748200.0,0,1,74974.75111516626,0,0,0,1.0,1.0
878,2024-05-28,76381,33509,3.85,73,37,0,27,0,0,0,839,94.82,1716834600.0,0,1,74974.75111516626,0,0,0,1.0,1.0
879,2024-05-29,73811,34901,3.19,72,35,0,26,0,0,0,839,95.72,1716921000.0,0,2,72680.26222627738,0,0,0,1.0,1.0
880,2024-05-30,64115,32711,4.23,73,37,0,22,0,0,0,1308,97.16000000000001,1717007400.0,0,1,73161.76222627738,0,0,0,1.0,1.0
881,2024-05-31,67873,33532,3.93,80,40,0,24,0,0,0,1308,97.88000000000001,1717093800.0,0,2,67929.86222627737,0,0,0,1.0,1.0
882,2024-06-01,78686,37888,3.54,75,42,0,30,0,32,0,1275,94.28,1717180200.0,1,2,73363.26222627738,0,0,0,1.0,1.0
883,2024-06-02,83740,35462,3.71,78,39,0,16,0,0,0,962,93.56,1717266600.0,1,2,80623.46222627738,0,0,0,1.0,1.0
884,2024-06-03,76362,33902,3.86,66,32,0,27,0,0,0,962,80.6,1717353000.0,0,2,73363.26222627738,0,0,0,1.0,1.0
885,2024-06-04,76291,28495,3.14,66,25,0,12,0,0,0,1275,86.18,1717439400.0,0,2,73363.26222627738,0,0,0,1.0,1.0
886,2024-06-05,67320,27919,4.03,68,28,0,20,0,30,0,1275,85.46000000000001,1717525800.0,0,2,73363.26222627738,0,0,0,1.0,1.0
887,2024-06-06,62161,28923,3.35,70,32,0,17,0,0,0,967,81.86,1717612200.0,0,2,63360.26222627737,0,0,0,1.0,1.0
888,2024-06-07,63830,30810,3.2,71,36,0,30,0,0,0,962,81.14,1717698600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
889,2024-06-08,79398,43557,2.9,77,45,0,30,0,0,82,1299,85.64,1717785000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
890,2024-06-09,81744,36833,3.34,75,35,0,20,0,0,0,962,84.74000000000001,1717871400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
891,2024-06-10,78064,33869,3.7,68,34,0,29,0,0,0,1621,86.72,1717957800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
892,2024-06-11,76665,31377,4.58,69,35,0,30,0,31,0,1621,85.46000000000001,1718044200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
893,2024-06-12,75068,33372,3.48,72,35,0,28,0,29,0,1621,79.34,1718130600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
894,2024-06-13,61499,33384,3.04,80,40,0,30,0,0,0,1621,83.48,1718217000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
895,2024-06-14,66782,36229,3.71,81,40,0,26,0,31,0,1308,83.48,1718303400.0,0,1,67057.06222627738,0,0,0,1.0,1.0
896,2024-06-15,82886,44234,4.09,83,50,0,30,0,29,0,839,85.46000000000001,1718389800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
897,2024-06-16,69870,42119,4.0,82,48,92,35,94,0,0,1299,86.53999999999999,1718476200.0,1,2,69527.46222627738,0,0,0,1.0,1.0
898,2024-06-17,75872,37236,3.64,77,43,85,46,0,54,0,962,88.16,1718562600.0,0,2,74030.26222627738,0,0,0,1.0,1.0
899,2024-06-18,75125,31140,5.41,82,50,87,54,0,66,0,1308,86.72,1718649000.0,0,2,74030.26222627738,0,0,0,1.0,1.0
900,2024-06-19,79584,31848,4.18,73,43,0,41,0,33,0,1275,84.56,1718735400.0,0,3,70567.46222627738,0,0,0,1.0,1.0
901,2024-06-20,62756,31510,4.23,74,50,0,40,0,50,0,1308,85.64,1718821800.0,0,3,70567.46222627738,0,0,0,1.0,1.0
902,2024-06-21,72294,31855,3.39,80,54,0,51,0,33,0,1621,85.64,1718908200.0,0,4,71466.66222627737,0,0,0,1.0,1.0
903,2024-06-22,74467,40005,3.77,86,56,0,43,0,28,0,1308,84.74000000000001,1718994600.0,1,1,74756.26222627738,0,0,0,1.0,1.0
904,2024-06-23,81455,31251,3.67,83,52,0,47,0,52,0,962,86.72,1719081000.0,1,1,74756.26222627738,0,0,0,1.0,1.0
905,2024-06-24,77878,30140,4.46,100,100,0,100,0,100,0,839,86.36,1719167400.0,0,1,74756.26222627738,0,0,0,1.0,1.0
906,2024-06-25,71824,28462,4.01,76,45,0,42,0,44,0,1275,84.92,1719253800.0,0,1,74756.26222627738,0,0,0,1.0,1.0
907,2024-06-26,77332,30540,4.38,72,40,0,30,0,29,0,962,86.0,1719340200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
908,2024-06-27,60782,30100,3.53,67,42,0,32,0,0,0,839,81.86,1719426600.0,0,1,74032.9733373885,0,0,0,1.0,1.0
909,2024-06-28,66256,30087,3.54,81,39,0,34,0,38,0,1308,87.80000000000001,1719513000.0,0,1,74032.9733373885,0,0,0,1.0,1.0
910,2024-06-29,80404,35825,3.83,76,45,0,30,0,0,0,1621,87.98,1719599400.0,1,1,74032.9733373885,0,0,0,1.0,1.0
911,2024-06-30,81005,28244,3.94,69,43,0,27,0,0,0,1308,84.56,1719685800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
912,2024-07-01,75449,27121,4.91,29,19,0,26,51,33,0,1275,83.66,1719772200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
913,2024-07-02,67398,26512,4.09,30,19,0,30,0,0,0,839,84.38,1719858600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
914,2024-07-03,69632,30179,3.32,29,20,0,23,0,0,0,1308,85.28,1719945000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
915,2024-07-04,63826,27530,4.23,30,20,0,34,0,38,0,839,80.96000000000001,1720031400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
916,2024-07-05,65775,25126,3.41,32,20,0,27,0,32,0,1308,87.08000000000001,1720117800.0,0,1,63674.21778183293,0,0,0,1.0,1.0
917,2024-07-06,77995,30250,3.72,34,23,0,27,0,0,0,1621,81.32,1720204200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
918,2024-07-07,78912,32039,3.83,31,23,0,26,0,0,0,839,86.53999999999999,1720290600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
919,2024-07-08,63619,28572,3.78,32,20,87,38,0,33,0,1621,81.86,1720377000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
920,2024-07-09,67245,25054,4.51,32,20,76,31,0,0,0,1308,82.58000000000001,1720463400.0,0,1,67427.46222627738,0,0,0,1.0,1.0
921,2024-07-10,73353,28444,3.05,32,18,0,27,0,31,0,1308,85.28,1720549800.0,0,1,67561.59555961071,0,0,0,1.0,1.0
922,2024-07-11,65392,29015,4.23,32,19,85,35,0,32,0,1308,80.6,1720636200.0,0,1,67561.59555961071,0,0,0,1.0,1.0
923,2024-07-12,63493,31676,4.69,34,21,0,39,0,41,0,1308,85.46000000000001,1720722600.0,0,1,67561.59555961071,0,0,0,1.0,1.0
924,2024-07-13,75916,42920,3.87,35,26,0,39,0,41,0,1308,80.06,1720809000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
925,2024-07-14,84797,29497,3.98,30,24,0,37,0,41,0,962,72.86,1720895400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
926,2024-07-15,75054,26239,4.72,33,22,0,35,0,36,0,1275,77.9,1720981800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
927,2024-07-16,71409,26128,4.15,32,20,0,22,0,27,0,1621,79.7,1721068200.0,0,2,70758.66222627737,0,0,0,1.0,1.0
928,2024-07-17,69029,28547,2.9,34,22,0,26,0,32,0,1308,80.96000000000001,1721154600.0,0,4,68854.66222627737,0,0,0,1.0,1.0
929,2024-07-18,67223,24549,4.66,34,24,0,42,0,35,0,962,81.32,1721241000.0,0,2,67409.86222627737,0,0,0,1.0,1.0
930,2024-07-19,65134,26100,4.27,34,24,0,27,0,0,0,1308,75.38,1721327400.0,0,1,73100.26222627738,0,0,0,1.0,1.0
931,2024-07-20,83538,30267,4.25,36,28,0,33,0,28,0,1621,75.56,1721413800.0,1,1,73100.26222627738,0,0,0,1.0,1.0
932,2024-07-21,75963,26956,3.99,32,22,0,26,0,30,0,1308,84.2,1721500200.0,1,3,74401.86222627737,0,0,0,1.0,1.0
933,2024-07-22,71939,26327,4.9,33,25,0,42,0,35,0,1308,84.02,1721586600.0,0,1,71182.66222627737,0,0,0,1.0,1.0
934,2024-07-23,73332,25202,3.73,34,25,0,39,0,28,0,1621,84.74000000000001,1721673000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
935,2024-07-24,73023,26942,3.98,41,46,75,74,49,69,0,1308,84.38,1721759400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
936,2024-07-25,61699,25082,3.55,37,25,0,36,0,30,0,1308,85.82,1721845800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
937,2024-07-26,65980,27441,4.21,34,24,0,33,0,25,0,1308,83.48,1721932200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
938,2024-07-27,84173,32519,3.5,35,27,0,32,0,30,0,839,81.86,1722018600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
939,2024-07-28,79327,25894,3.93,31,21,0,27,0,37,0,1308,85.82,1722105000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
940,2024-07-29,65874,23782,4.48,30,20,0,28,0,31,0,962,87.25999999999999,1722191400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
941,2024-07-30,69937,22978,4.58,32,19,0,19,0,23,0,1308,81.5,1722277800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
942,2024-07-31,67916,23010,3.93,30,20,0,25,0,26,0,1621,83.30000000000001,1722364200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
943,2024-08-01,61465,21206,3.66,29,19,0,26,0,24,0,962,85.28,1722450600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
944,2024-08-02,62540,24241,3.92,32,20,0,25,0,0,0,1275,84.2,1722537000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
945,2024-08-03,75140,28256,3.76,33,23,0,35,0,42,0,1621,85.64,1722623400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
946,2024-08-04,75356,21815,3.9,33,23,0,28,0,29,0,1275,86.0,1722709800.0,1,2,73916.26222627738,0,0,0,1.0,1.0
947,2024-08-05,63095,23127,3.72,32,18,0,26,0,0,0,1299,84.2,1722796200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
948,2024-08-06,66235,26730,3.7,30,19,0,24,0,30,0,962,84.56,1722882600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
949,2024-08-07,75109,30285,3.4,30,18,0,21,0,24,0,1299,79.88,1722969000.0,0,2,73718.66222627737,0,0,0,1.0,1.0
950,2024-08-08,63535,28685,3.81,31,17,0,22,0,23,0,1275,81.5,1723055400.0,0,1,70812.52889294404,0,0,0,1.0,1.0
951,2024-08-09,65131,30998,4.66,34,20,0,25,0,0,0,1275,82.94,1723141800.0,0,1,65736.26222627738,0,0,0,1.0,1.0
952,2024-08-10,73313,39344,3.65,36,24,0,36,0,33,0,1275,81.5,1723228200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
953,2024-08-11,86604,31536,3.89,32,23,0,37,0,33,0,1308,83.84,1723314600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
954,2024-08-12,70728,29611,4.66,34,21,0,28,0,0,0,1621,84.2,1723401000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
955,2024-08-13,73246,28133,4.35,33,19,0,28,0,32,0,1275,83.12,1723487400.0,0,1,72228.26222627738,0,0,0,1.0,1.0
956,2024-08-14,72967,32421,5.26,34,19,0,35,0,25,0,1308,84.02,1723573800.0,0,1,67318.39555961071,0,0,0,1.0,1.0
957,2024-08-15,76695,34395,3.9,30,21,0,27,0,0,0,1621,81.5,1723660200.0,0,2,74987.46222627738,0,0,0,1.0,1.0
958,2024-08-16,62625,34462,3.63,33,21,0,24,0,0,0,1621,81.86,1723746600.0,0,3,63731.46222627737,0,0,0,1.0,1.0
959,2024-08-17,77807,38340,4.02,33,24,0,28,0,27,0,1308,84.2,1723833000.0,1,1,71922.54794056309,0,0,0,1.0,1.0
960,2024-08-18,77807,31222,4.21,31,21,0,24,0,0,0,1621,83.84,1723919400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
961,2024-08-19,71595,28981,3.89,28,21,0,28,0,39,0,962,83.84,1724005800.0,0,4,70907.46222627738,0,0,0,1.0,1.0
962,2024-08-20,73082,27972,4.46,30,20,0,39,0,25,0,962,83.48,1724092200.0,0,1,76233.06222627738,0,0,0,1.0,1.0
963,2024-08-21,74957,33066,4.12,29,22,0,38,0,27,0,1308,82.03999999999999,1724178600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
964,2024-08-22,63202,34057,4.37,31,25,0,34,0,40,0,1275,86.0,1724265000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
965,2024-08-23,69098,34707,3.56,34,26,0,43,0,36,0,962,86.0,1724351400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
966,2024-08-24,79521,40152,3.87,46,52,100,100,69,84,100,1308,86.18,1724437800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
967,2024-08-25,84060,34985,4.01,28,25,0,39,100,0,0,1308,84.38,1724524200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
968,2024-08-26,76910,30320,4.26,29,19,0,31,0,42,0,1308,85.28,1724610600.0,0,1,74717.06222627738,0,0,0,1.0,1.0
969,2024-08-27,71153,25863,4.32,29,19,0,26,0,37,0,1308,82.94,1724697000.0,0,1,70553.86222627737,0,0,0,1.0,1.0
970,2024-08-28,76772,30293,3.82,27,20,0,33,0,31,0,962,81.5,1724783400.0,0,1,75049.06222627738,0,0,0,1.0,1.0
971,2024-08-29,62529,29730,4.51,27,19,0,23,0,0,0,1308,81.86,1724869800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
972,2024-08-30,65080,27394,3.8,30,19,0,28,0,41,0,962,80.42,1724956200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
973,2024-08-31,81207,31414,4.53,35,22,0,24,0,0,0,1621,74.66,1725042600.0,1,1,68156.49102312156,1,0,0,1.0,1.0
974,2024-09-01,74498,25355,4.06,32,19,0,22,0,0,0,1308,82.22,1725129000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
975,2024-09-02,63936,18697,4.55,32,19,0,19,0,0,0,962,86.53999999999999,1725215400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
976,2024-09-03,57817,17592,3.53,28,17,0,17,0,0,0,1275,85.82,1725301800.0,0,1,63674.21778183293,0,0,0,1.0,1.0
977,2024-09-04,57390,20628,3.45,35,16,0,26,0,0,0,1308,82.4,1725388200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
978,2024-09-05,61142,21525,3.2,44,16,0,23,0,0,0,839,84.56,1725474600.0,0,2,62545.062226277376,0,0,0,1.0,1.0
979,2024-09-06,58100,20817,3.39,39,16,78,15,0,0,0,1621,83.30000000000001,1725561000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
980,2024-09-07,83960,32342,2.96,32,18,0,25,0,28,0,1621,83.30000000000001,1725647400.0,1,1,73649.86222627737,0,0,0,1.0,1.0
981,2024-09-08,81178,25643,3.25,37,20,0,21,0,0,0,1621,78.80000000000001,1725733800.0,1,1,71435.46222627738,0,0,0,1.0,1.0
982,2024-09-09,67030,23476,3.6,55,16,0,19,0,0,0,1308,83.12,1725820200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
983,2024-09-10,62380,21405,3.95,56,16,0,21,0,34,0,1621,87.25999999999999,1725906600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
984,2024-09-11,67668,23157,3.56,35,17,0,23,0,0,0,1308,89.06,1725993000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
985,2024-09-12,63544,22942,3.37,40,15,0,24,0,0,0,839,89.96000000000001,1726079400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
986,2024-09-13,60694,27350,3.78,36,17,0,26,0,0,0,839,87.25999999999999,1726165800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
987,2024-09-14,80735,40524,3.19,34,22,0,30,0,0,0,839,88.34,1726252200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
988,2024-09-15,85626,33138,4.13,31,20,0,33,0,31,0,1308,88.34,1726338600.0,1,2,82132.26222627738,0,0,0,1.0,1.0
989,2024-09-16,76200,29492,4.61,30,18,0,21,0,26,0,839,89.24000000000001,1726425000.0,0,1,74591.46222627738,0,0,0,1.0,1.0
990,2024-09-17,72072,30384,4.16,28,19,0,35,0,28,0,1308,89.6,1726511400.0,0,2,71289.06222627738,0,0,0,1.0,1.0
991,2024-09-18,78690,26086,4.18,28,22,74,38,0,0,0,1621,86.18,1726597800.0,0,2,76583.46222627738,0,0,0,1.0,1.0
992,2024-09-19,68835,25883,4.96,52,27,0,32,0,32,0,839,90.32,1726684200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
993,2024-09-20,73104,28330,3.25,97,70,0,33,0,26,0,1308,89.78,1726770600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
994,2024-09-21,82406,31151,3.68,100,89,0,45,0,42,0,1621,82.03999999999999,1726857000.0,1,1,68156.49102312156,1,0,0,1.0,1.0
995,2024-09-22,82646,25437,4.57,80,87,0,35,0,35,0,1308,84.56,1726943400.0,1,1,68156.49102312156,1,0,0,1.0,1.0
996,2024-09-23,65604,24266,3.85,72,83,0,61,0,63,74,1275,86.53999999999999,1727029800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
997,2024-09-24,67616,22759,3.89,75,100,77,78,67,100,0,962,84.2,1727116200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
998,2024-09-25,77939,22668,3.5,46,61,0,27,0,0,0,1275,85.28,1727202600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
999,2024-09-26,61328,22033,3.84,39,45,0,26,0,0,0,1308,84.38,1727289000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1000,2024-09-27,64158,24938,3.31,36,33,0,33,0,0,0,1275,83.84,1727375400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1001,2024-09-28,71133,35502,3.28,42,52,0,27,0,0,0,962,82.94,1727461800.0,1,1,68156.49102312156,1,0,0,1.0,1.0
1002,2024-09-29,84066,29044,4.02,32,26,0,28,0,0,0,1275,82.03999999999999,1727548200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
1003,2024-09-30,66986,26163,5.05,35,32,0,22,0,0,0,839,82.75999999999999,1727634600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1004,2024-10-01,69300,21884,4.23,82,72,0,18,0,0,0,839,83.84,1727721000.0,0,1,69071.46222627738,0,0,0,1.0,1.0
1005,2024-10-02,80613,24403,2.92,66,45,0,16,0,0,0,962,88.52,1727807400.0,0,2,78121.86222627737,0,0,0,1.0,1.0
1006,2024-10-03,63376,25146,3.56,69,39,0,14,0,0,0,962,85.1,1727893800.0,0,1,67318.39555961071,0,0,0,1.0,1.0
1007,2024-10-04,54866,28657,2.6,70,47,0,18,0,21,0,1275,83.48,1727980200.0,0,2,71156.74222627738,0,0,0,1.0,1.0
1008,2024-10-05,75552,35885,2.54,87,54,0,26,0,0,0,1308,85.28,1728066600.0,1,2,71156.74222627738,0,0,0,1.0,1.0
1009,2024-10-06,86859,37173,3.63,68,44,0,19,0,0,0,839,84.74000000000001,1728153000.0,1,2,71156.74222627738,0,0,0,1.0,1.0
1010,2024-10-07,81481,38762,3.31,61,38,0,17,0,0,0,1621,78.98,1728239400.0,0,2,71156.74222627738,0,0,0,1.0,1.0
1011,2024-10-08,82043,30100,4.1,63,42,0,12,0,0,0,1308,82.75999999999999,1728325800.0,0,3,79265.86222627739,0,0,0,1.0,1.0
1012,2024-10-09,79753,29623,3.48,65,36,0,13,0,16,0,1308,79.52,1728412200.0,0,3,77433.86222627737,0,0,0,1.0,1.0
1013,2024-10-10,60775,25288,3.88,61,33,0,15,0,0,0,962,77.53999999999999,1728498600.0,0,2,71156.74222627738,0,0,0,1.0,1.0
1014,2024-10-11,71443,26948,2.52,61,39,0,19,0,0,0,1299,80.42,1728585000.0,0,4,70785.86222627737,0,0,0,1.0,1.0
1015,2024-10-12,73684,36482,2.72,65,41,0,13,0,0,0,962,79.88,1728671400.0,1,3,72578.66222627737,0,0,0,1.0,1.0
1016,2024-10-13,86900,28739,2.56,66,37,0,23,0,0,0,1621,79.34,1728757800.0,1,1,83151.46222627738,0,0,0,1.0,1.0
1017,2024-10-14,75361,28850,3.91,79,38,0,19,0,0,0,1275,73.58000000000001,1728844200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1018,2024-10-15,73891,24423,3.53,68,38,0,13,0,0,0,1275,75.02,1728930600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1019,2024-10-16,75371,24065,4.21,69,39,0,23,0,0,0,967,75.02,1729017000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1020,2024-10-17,58637,21956,3.69,70,39,0,19,0,21,0,1275,79.88,1729103400.0,0,1,62914.96222627737,0,0,0,1.0,1.0
1021,2024-10-18,61576,23412,3.54,68,42,0,26,0,0,0,1275,77.18,1729189800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1022,2024-10-19,80741,31581,3.45,69,47,0,24,0,19,0,1275,76.64,1729276200.0,1,1,68156.49102312156,1,0,0,1.0,1.0
1023,2024-10-20,73926,23726,3.87,58,38,0,14,0,0,0,962,78.80000000000001,1729362600.0,1,1,69591.99555961072,0,0,0,1.0,1.0
1024,2024-10-21,64894,23355,3.82,63,37,0,22,0,0,0,962,78.44,1729449000.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1025,2024-10-22,64359,20711,3.59,61,45,0,33,0,36,0,1299,78.80000000000001,1729535400.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1026,2024-10-23,64447,25555,3.38,68,43,0,34,0,33,0,1621,82.4,1729621800.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1027,2024-10-24,61004,20173,3.48,75,74,0,60,0,51,0,1275,79.7,1729708200.0,0,1,68156.49102312156,1,0,0,1.0,1.0
1028,2024-10-25,56501,21203,3.78,64,39,0,24,0,0,0,839,81.5,1729794600.0,0,1,68156.49102312156,1,0,0,1.0,1.0
